"129.88500,1,25,16777215,1622003178,0,88e07b00,49734486017966083",超级好用。
"52.16600,1,25,16777215,1621101701,0,45dd762c,49261852435677187",阿芒
"121.29900,1,25,16777215,1619703718,0,896e4f28,48528906758651907",这算是有点名气了
"109.77100,1,25,16777215,1617544612,0,73d52f68,47396913338646531",你让谁来也不能兑现爱
"260.81000,1,25,16777215,1617311311,0,4ce5189d,47274595994566661",传说中被贝利一口奶没了
"258.68800,1,25,16777215,1617311294,0,4ce5189d,47274587562967043",我只知道这个阿杜
"119.63000,1,25,16777215,1617258960,0,fa37e1ac,47247149377781765",还行吧，至少有过高光
"284.41900,1,25,16777215,1617130002,0,b9f7869c,47179538031968261",美国足球运动员顶薪才50万？
"33.53800,1,25,16777215,1617024085,0,86b34487,47124007106379781",这一代我玩的最多
"50.11100,1,25,16777215,1617004531,0,5a734c0e,47113754924023815",爷青回
"196.78900,1,25,16777215,1616988329,0,8a3e32a0,47105260503695365",不是高，而是都给了-2，随机范围非常大
"115.89100,1,25,16777215,1616988212,0,8a3e32a0,47105199177203715",还可以，没游戏中那么厉害
"306.21000,1,25,16777215,1616977309,0,d608bda1,47099483172896775",让父母坑了，早去国米没准就练出来了，后来再去欧洲都已经定型了
"42.77400,1,25,16777215,1616843385,0,3f851d28,47029268303052805",土豆
"309.37900,1,25,16777215,1616728825,0,af3a4a6e,46969205555200005",阿杜出来的并不晚，是他出名太早显得晚
"93.70000,1,25,16777215,1616728581,0,af3a4a6e,46969077762621445",保加利亚给了多少赞助费
"287.51100,1,25,16777215,1616714727,0,432e292e,46961814499491845",阿茫
"42.13900,1,25,16777215,1616706513,0,e0ee4a1b,46957508156719109",土豆洛夫，卡卡洛夫，继续开档必买的
"0.85900,1,25,16777215,1616603279,0,b35101a7,46903383561338887",这门将也算是一个妖人
"264.09900,1,25,16777215,1616561309,0,315ee34d,46881379042983943",170-200世界级球星到历史传奇的范畴
"223.01900,1,25,16777215,1616561239,0,315ee34d,46881342613880839",就是150-180豪门主力到世界级球星的范围
"158.47300,1,25,16777215,1616547883,0,78d1e684,46874340224401411",去马竞了
"114.28900,1,25,16777215,1616547839,0,78d1e684,46874317175652355",罗马的
"46.41800,1,25,16777215,1616547771,0,78d1e684,46874281415540741",切尔奇
"323.62100,1,25,16777215,1616520582,0,324edb71,46860026432192519",辛苦啦 但是好短
"119.11900,1,25,16777215,1616270306,0,c9c0493b,46728809892806661",满满的回忆 不满你说cerci玩fm18和现在21还搜过
"151.04700,1,25,16777215,1616248676,0,a061b8dd,46717469263396871",单压
"118.90300,1,25,16777215,1615999347,0,56beba1,46586749513629703",买过
"121.73100,1,25,16777215,1615869232,0,248185cd,46518531263037445",速度奇快
"45.23200,1,25,16777215,1615869155,0,248185cd,46518490966261767",土豆
"283.38400,1,25,16777215,1615782224,0,3651134,46472914218254343",可惜
"70.42100,5,25,15138834,1615764932,0,ad33be9e,46463848314568709",保加利亚出小妖 150k的钻石 保级神器
