"25.73900,1,25,16777215,1617683537,0,8195eef2,47469749693579267",后脚脱脚了，up可以后脚收慢一些
"47.95900,1,25,16777215,1617459072,0,cf467119,47352065317404677",看来我是个fw
"43.45700,1,25,16777215,1617450144,0,72c64046,47347384670224389",很厉害了
"97.00000,1,25,16777215,1617424234,0,53d4b453,47333800182022147",买板有什么要求吗？还是随便买就行？（小白不懂就问）
"37.12200,1,25,16777215,1617251653,0,7aef8d8d,47243318201417735",手很奇怪
"42.86700,1,25,16777215,1616933281,0,e9e9cc76,47076399423946757",为什么你们的板跳这么高
"20.59400,1,25,16777215,1616933258,0,e9e9cc76,47076387746480133",？？？
"87.67100,1,25,16777215,1616915038,0,84d1446a,47066834906644485",四天卧槽
"87.29700,1,25,16777215,1616884923,0,8aaf7205,47051046275514371",这快有一粒了吧
"47.36400,1,25,16777215,1616834106,0,4b8c15e8,47024403463536643",很高
"16.77900,1,25,16777215,1616684096,0,f9f7e82b,46945754791018499",同款鞋，颜色也一样
"0.65900,1,25,16777215,1616139231,0,c6bf1445,46660088712658951",？？？？？怎么起来哒
"75.74700,1,25,16777215,1615994244,0,c25ebe39,46584073588572163",这么高！
"31.66400,1,25,16777215,1615994200,0,c25ebe39,46584050904727557",厉害
"91.83400,1,25,16777215,1615696969,0,90c0cf73,46428216159109127",强
"56.79400,1,25,16777215,1615695746,0,9679f47d,46427574703751173",我近视又深了
"28.53900,1,25,16777215,1615687545,0,82923325,46423275362844677",不是吧，这是练的两天的ollie？原来我是个fw
"66.66800,1,25,16777215,1615554402,0,ef9c7843,46353469829283845",牛逼
"25.83400,1,25,16777215,1615423385,0,1f535d02,46284779440046083",牛逼！
"47.74900,1,25,16777215,1615409524,0,6328d9bf,46277512375304197",Ohhhhhh
"3.46100,1,25,16777215,1615271212,0,81294ce6,46204996683300869",一天
"97.00000,1,25,16777215,1615271204,0,81294ce6,46204992516259843",我一天
"67.03600,1,25,16777215,1615204510,0,dbcf4b5d,46170025612541957",不仅没对上焦，人也没拍全哈哈哈
"33.43600,1,25,16777215,1615131453,0,64408203,46131723037573125",好帅好帅好帅
"34.08300,1,25,16777215,1615194465,0,8d5719ef,46164759166320647",厉害
"337.47900,1,25,16777215,1617245651,0,b7d7172f,47240171403870275",这波难受死了
"62.99800,1,25,16777215,1617210442,0,c96d7031,47221711576236035",所以，为什么不tp呢
"220.62200,1,25,16777215,1617018881,0,f1d3fafe,47121278501388293",这小牛约等于空大
