"5.01800,4,25,15138834,1619454854,0,339f9416,48398429997498371",各位去查一下作词人唐恬，就会发现这歌为什么会有力量,2
"210.29900,5,25,16707842,1619440805,0,1ddcf540,48391064114954245",歌词是来不及，但是每一个字都在说着来得及。,0
"140.64300,1,25,16777215,1619438322,0,6773b5b1,48389762482438151",原版像在下沉，玲花一开口，感觉从海底浮上来了,0
"196.41600,4,25,16707842,1619427368,0,d5668b2,48384019513475075",这是两位佛，在渡众生啊，这样温柔却这样有力量。,0
"101.18900,4,25,16777215,1619413789,0,582ad8c0,48376900411195399",海底看不见四季，所以重回烟火人间吧,1
"54.61700,1,25,16777215,1619363794,0,6e6616d4,48350688538787847",少年人唱丧，成年人唱治愈,4
"0.00000,4,25,41194,1619349217,0,13efe241,48343046076497925",凤凰传奇 永远的神,0
"71.74300,5,25,16707842,1619325051,0,f520749f,48330375850098693",有种草原呼麦的感觉,0
"34.52600,1,25,16777215,1620923756,0,9d00169c,49168557857570821",1202.5w打卡,4
"227.59300,1,25,16777215,1620923735,0,dbd629e0,49168547007954951",歌词真好,0
"76.23400,1,25,16777215,1620923525,0,5a998f73,49168436487520259",哇啊啊啊啊啊,3
"219.92000,1,25,16777215,1620923373,0,b1bb6d6,49168356856561671",来得及,0
"184.62800,1,25,15138834,1620923301,0,6787b85,49168319146098695",上岸！,0
"127.17400,1,25,16777215,1620923288,0,4c946e6a,49168312629198853",希望成都49中的那个男生可以听到这首歌,0
"109.80100,1,25,16777215,1620923253,0,49637023,49168294019072003",快去关注凤凰传奇！！！,0
"52.45200,1,25,16777215,1620923214,0,8c55df2,49168273652580355",1202.3万打卡!!!,4
"49.99900,1,25,16777215,1620923180,0,c068e64e,49168255683657733",1202打卡,4
"51.75100,1,25,16777215,1620923067,0,dde02216,49168196425482245",1202w啦！！！！！！！！,3
"136.62600,1,25,16777215,1620922982,0,afaab1fa,49168152048697349",我哭了呜呜呜呜呜等我,1
"225.14200,1,25,16777215,1620922944,0,156b0211,49168132006739973",来得及,1
"9.99100,1,25,16777215,1620922856,0,653355cd,49168086158278661",凤凰传奇是一种温暖的力量,0
"68.33500,1,25,16777215,1620922817,0,67dcaafc,49168065533837315",花朝我放电了,0
"197.35500,1,25,16777215,1620922804,0,88347201,49168058649935875",来得及来得及来得及来得及来得及,1
"144.93500,1,25,16777215,1620922743,0,88347201,49168026841907205",听几次，哭几次。,1
"12.85900,1,25,16777215,1620922677,0,2235b7d1,49167992362106883",弹幕好少,2
"11.63900,1,25,16777215,1620922650,0,2d97d945,49167977869737991",神仙来了,3
"188.92100,1,25,16777215,1620922613,0,541bdd10,49167958486286343",我会上岸的！,0
