"6.44400,5,25,16707842,1623518938,0,dc49b044,50529180778496003",《钢铁是怎样炼成的》,0
"38.74000,1,25,16777215,1625541879,0,1119490d,51589784114561027",有内味,0
"21.26700,1,25,16777215,1625529647,0,e9170392,51583370940383235",0.75完美复刻,0
"13.98200,1,25,16777215,1625523397,0,cef8a0c,51580094190714885",双氧水,1
"2.49900,1,25,16777215,1625510073,0,e7e8be9d,51573108966424583",哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0
"16.87200,1,25,16777215,1625502320,0,94ecc785,51569043889979397",哈哈哈哈神他妈乐爷,0
"21.57900,1,25,16777215,1625499975,0,ffeb0e9f,51567814309838855",领悟到了精髓,0
"66.51600,1,25,16777215,1625495432,0,a11d280f,51565432755191811",哈哈哈哈哈哈哈哈哈哈哈哈,0
"50.92800,1,25,16777215,1625494773,0,57686cc,51565087132483587",0.75  yyds,0
"11.49600,1,25,16777215,1625493875,0,150bf8da,51564616251604995",0.75完美食用,0
"73.23800,1,25,16777215,1625484138,0,47cbe3c0,51559511264067591",1.5被跟rap一样,2
"26.78100,1,25,16777215,1625484083,0,47cbe3c0,51559482415644677",0.75绝活啊，第一次见唱的这么顺滑的,0
"34.74500,1,25,16777215,1625476066,0,4b3671c7,51555279286829189",弹幕护体,3
"6.41600,1,25,16777215,1625460058,0,8f53da16,51546886269566981",有内味了,0
"36.09100,1,25,16777215,1625458784,0,e12973bb,51546218424172549",真的有那味哈哈哈,0
"32.27300,1,25,16777215,1625453343,0,42bfcf67,51543365898993669",0.75完美,0
"85.01900,1,25,16777215,1625423429,0,6955d11d,51527682365063173",好好退退退,0
"20.03300,1,25,16777215,1625395195,0,40bc519,51512879643885575",哈哈~~,0
"55.82200,1,25,16777215,1625394513,0,31014704,51512521930047491",0.75原唱啊 哈哈,0
"35.93900,4,25,14811775,1625389470,0,514349e6,51509878035316739",有那味了,0
"59.45400,1,25,16777215,1625386390,0,7f649a1e,51508263208353799",105°C的老白干,0
"43.19300,1,25,16777215,1625386001,0,448c1bc7,51508059465318407",0.75娃哈哈,0
"26.03200,1,25,16777215,1625385969,0,448c1bc7,51508042788241415",滕老师亲传,0
"12.26400,1,25,16777215,1625385956,0,448c1bc7,51508035546251267",哈哈哈,0
"93.12400,5,25,16707842,1625375643,0,a81279b8,51502628591894533",好听哎,0
"40.94700,5,25,16707842,1625375570,0,a81279b8,51502590486118405",hhh0.75好听,0
"10.32000,1,25,16777215,1625363395,0,7792e106,51496207062663173",0.75哈哈哈哈哈,0
"66.94300,1,25,16777215,1625321983,0,38e79aa5,51474495397953541",0.75属实太绝了,2
"57.63700,1,25,16777215,1625298134,0,27d4e851,51461991643480069",1.25也很嗨呀,0
"60.93400,1,25,16777215,1625293243,0,27b8f93b,51459427590471685",上头上头,0
"19.43200,1,25,16777215,1625283510,0,6a744ad2,51454324732067845",哈哈哈哈！爱！,0
"58.65800,1,25,16777215,1625249604,0,fe18ef8f,51436548020764677",0.75真的是,2
"53.65900,1,25,16777215,1625235781,0,c92b7344,51429300560723975",0.75就离谱,3
"16.81900,1,25,16777215,1625230797,0,137fd854,51426687821283333",真溜税,2
"62.54900,1,25,16777215,1625218246,0,d8055079,51420107267112963",空降00：00,0
"23.76100,1,25,16777215,1625211119,0,5a2bc792,51416370685935619",0.75太绝了,0
"60.49500,1,25,16777215,1625206201,0,e230cb7,51413792098615299",看其他的咳嗽,2
"70.82700,1,25,16777215,1625189039,0,5a2359f9,51404794660651015",哈哈，八月二字味道最正,0
"29.58400,1,25,16777215,1625170552,0,a30dc69f,51395101719527427",111,0
"13.33800,1,25,16777215,1625117433,0,6d4b17a1,51367252467384325",105°？这特么是1500°啊！,2
"40.75900,1,25,16777215,1625109256,0,3f047d33,51362965429420037",真上头,0
"20.19300,1,25,16777215,1625086557,0,76fdd400,51351064466685959",啊哈哈哈哈哈哈哈哈哈,0
"54.17800,1,25,16777215,1625074068,0,bb4bcfd0,51344516476567555",0.75还挺好听,0
"49.79400,1,25,16777215,1625071574,0,fa0739e4,51343209189081093",重水,2
"19.34100,1,25,16777215,1625071536,0,fa0739e4,51343189071101955",还不够沧桑,1
"2.52700,1,25,16777215,1625071510,0,fa0739e4,51343175483654147",心肺骤停,1
"100.78300,1,25,16777215,1625067841,0,5c8d929e,51341251593633799",退钱,2
"84.66200,1,25,16777215,1625067824,0,5c8d929e,51341243162034179",串味,0
"70.99300,1,25,16777215,1625067795,0,4b2684cf,51341227782569991",0.75无敌,0
"61.67900,1,25,16777215,1625063112,0,2bb49606,51338772508835845",哈哈哈哈哈哈哈,0
"94.57500,1,25,16777215,1625058276,0,d6b4e211,51336237197819907",退钱,2
"81.13000,1,25,16777215,1625058258,0,d6b4e211,51336227807297541",？,3
"32.42600,1,25,16777215,1625058193,0,d6b4e211,51336193747976197",0.75上头,2
"77.79100,1,25,15138834,1625051451,0,3ae7b161,51332658818449413",summertime！！ ,0
"12.87900,1,25,16777215,1625037580,0,2fecb62f,51325386268082181",升华,0
"13.91100,1,25,16777215,1625033326,0,e6e40ef,51323156177092615",草,0
"30.08000,1,25,16777215,1625030506,0,7529a9b8,51321677350961157",0.75新世界大门打开哈哈哈哈哈,0
"22.33900,1,25,16777215,1625019160,0,b8f56ce,51315729211850757",有内为了,0
"16.91900,1,25,16777215,1625019146,0,b8f56ce,51315721479651333",有说法有说法,2
"26.69100,1,25,16777215,1625011382,0,e3920be7,51311651217473543",唱完记得来打团,0
"35.56500,1,25,16777215,1624982561,0,7126d759,51296540403695619",有味,0
"54.98900,1,25,16777215,1624974427,0,2ba5b52e,51292275973029893",0.75绝了,0
"84.47100,1,25,16777215,1624968813,0,5a734f05,51289332616003589",别搞0.75,2
"34.19900,1,25,16777215,1624968752,0,5a734f05,51289300584628231",好调（吊）,0
"75.61900,1,25,16777215,1624963032,0,c881f559,51286301866459141",好家伙,0
"27.21900,1,25,16777215,1624942485,0,26c8364e,51275529261154307",105°的河套王酒,0
"91.02000,1,25,16777215,1624941320,0,5f1bdf04,51274918470877189",已经失去了上头，退钱,2
"20.57200,5,25,16776960,1624929028,0,9350ff12,51268473994608647",UP!求个纯净版！！！！！！！！,0
"17.15300,1,25,16777215,1624928980,0,9350ff12,51268448864960517",求个纯净版！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,2
"39.54800,1,25,16777215,1624926883,0,4c18fdeb,51267349338652677",0.75牛逼！,0
"36.30800,1,25,16777215,1624918658,0,d8926db4,51263036917284867",钢铁热爱,0
"101.56000,1,25,16777215,1624910758,0,1e4201c3,51258895260188675",。。。。。。。。。 。 。,0
"75.81500,1,25,16777215,1624908775,0,7a99d736,51257855586074691",这串场了,0
"74.34900,1,25,16777215,1624898575,0,f54689fd,51252507620933637",可以试试1.25,0
"39.22700,1,25,16777215,1624897814,0,8e7bd8c2,51252108476284935",0.75,2
"61.37100,1,25,16777215,1624895239,0,c37ee838,51250758554746883",哈哈哈，糊的不能再糊了,0
