我来组成弹幕,4,nan
现在就是白天,4,nan
现在就死了游戏怎么玩下去,4,nan
现在开始，我要关掉弹幕了，祝我好运,4,nan
现在看的扣1,4,nan
现在看的扣1,4,nan
现在六月份美国黑人抗议活动还在继续,4,nan
现在轮到他被挂起来烧了,4,nan
现在千万别高能哇,4,nan
现在是10月15日,4,nan
现在是11月11号20点34，和我一样的吱一声,4,nan
我来组成弹幕,4,nan
现在是20191/25,4,nan
我来组成弹幕,4,nan
我来组成弹幕 ,4,nan
想起死寂了。。。。,4,nan
现在是2020年，科比已经逝世了，然后咱都待在家上网课,4,nan
心跳水立方·=·,4,nan
现在是2021年，前来考古,4,nan
我老公金牛座的!!,4,nan
想弃了，没啥意思...,4,nan
想让up省点电，担心手电筒。。。,4,nan
现在是7-43分鸭，在的人吱个声,4,nan
现在死了是不是要重新来啊,4,nan
想让白米给我。。。,4,nan
心跳水立方·-·,4,nan
现在应该没什么高能吧(蓝字姬),4,nan
我老婆是巨蟹座,4,nan
我老婆是张雅,4,nan
我勒个去高能军嘞,4,nan
现在用护身符后面虐死你，不懂别bb？？,2,nan
我恋爱了,4,nan
心头一紧，当场猝死,3,nan
我恋爱了妈妈,4,nan
现在有人的话请扣3,4,nan
现在有人看的请答0,4,nan
想太多了,4,nan
心脏都飞出来了。。。,3,nan
现在有人看吗？,4,nan
我没有笑（哈哈哈哈）,4,nan
现在有人嘛,4,nan
现在有人在看吗？,4,nan
现在只有我在看吗，有人敲个一,4,nan
献祭,4,nan
相比白米（真香），大差别！,4,nan
详细请看工作细胞,4,nan
心脏快跳出来了QAQ,3,nan
我美了美了美了，我醉了醉了醉了,4,nan
响声加尖叫（摊手）,4,nan
我们安全了，暂时,4,nan
想踩着家具…飞,4,nan
想承包白米的 啊啊啊啊啊啊啊,4,nan
我们安全了。。占时,4,nan
我们才能够成长,4,nan
我们处女座还会回来的,4,nan
想存档得先交档费,4,nan
心脏一抖,3,nan
想多了，兄dei,4,nan
想看不找攻略的返回。,4,nan
我们的老朋友,4,nan
我们都超级喜欢你的！！！,0,nan
想口的666,4,nan
猩态蹦了,4,nan
想昆行为,4,nan
想抡个大锤子捶死这些活眼珠子,4,nan
