神TM上单,4,nan
神T喵的召唤着你,4,nan
神超你可做个人吧,4,nan
十八层地狱,4,nan
我突然变色了,4,nan
完了,4,nan
十八成地狱，前方高能,4,nan
神的恩典,4,nan
神乎其技的口技很强,4,nan
神经病啊哈哈哈哈哈哈哈哈哈哈,0,nan
神龙,4,nan
十二星座代表的是十二个月 实际上不闻名的星座贼多,4,nan
神龙:请说你的愿望，什么愿望都能实现！！！！！！！！,4,nan
十二星座原本是十三星座，蛇夫座不知怎的就被除去变成十二星座了。,4,nan
石捶,4,nan
神罗天征,4,nan
神罗天征,4,nan
石化,4,nan
石化的恶魔,4,nan
实话跟你讲我在看百米解说时一直在笑,4,nan
神罗天征笑死我,0,nan
神模仿,4,nan
实际上灯一直开着，但是电池没耗电,4,nan
神魔时候能轮到白羊座啊,4,nan
实际台词应该是我米晕聋，还要在这一带混呢，这样有损我的荣誉…,4,nan
完了,4,nan
神尼玛粉丝见面会,4,nan
实力作死,4,nan
实力作死,4,nan
神器,4,nan
神器,4,nan
我突然有种想要关掉弹幕的冲动,4,nan
我娃,4,nan
神器一,4,nan
实力作死,4,nan
神器追逐战开始！！！！,4,nan
完了,4,nan
实力作死,4,nan
神器追逐战开始啦！！！！,4,nan
我弯了吗？感觉这个声音听起来好好听,4,nan
实力作死,4,nan
神似,4,nan
实力作死的白米(?? . ??),4,nan
实在不行趁热？,4,nan
我完全记不住到底哪跟哪了,4,nan
完了,4,nan
神说要有光,4,nan
我玩吃鸡都迷路，果然不适合玩这个,4,nan
神他米走位,4,nan
实在不行就用吧,4,nan
食堂泼辣酱,4,nan
我为啥想到了托塔李天王的塔，但是塔叫啥我忘了,4,nan
完了,4,nan
我为什么变色了,4,nan
食物补给房,4,nan
使用肛具,4,nan
世界核平,4,nan
完了，关灯(>﹏<),4,nan
完了，我快弯了,4,nan
世界上有攻略这种东西,4,nan
神他喵走位,4,nan
完了，又走错了,4,nan
我我的妈呀要吓死了啊！,3,nan
神他喵走位。,4,nan
世界最好的肛科都救不了你,4,nan
试了这么多次也不剪一下，不是我不爱看，是真的感觉好拖沓,2,nan
试玩半小时被劝退，路痴路过~,4,nan
视角晃得头晕,1,nan
完了要出事了,4,nan
神他喵走位hhhh,0,nan
神特么七龙珠哈哈哈哈,0,nan
视频名字何时上线,4,nan
神特么听我解释哈哈哈,0,nan
视线逐渐移开屏幕,4,nan
是,4,nan
神特喵走位哈哈哈哈,0,nan
是,4,nan
是,4,nan
是,4,nan
完美错过电闸,4,nan
神仙操作,4,nan
是,4,nan
是cheng不是ping,4,nan
神与你们同在,4,nan
神之右手,4,nan
我瞎了？,3,nan
是play with me 吧,4,nan
沈张雨保护我！,4,nan
是啊,4,nan
是啊,4,nan
是啊,4,nan
我瞎了啊！,3,nan
审判降临！你准备好了吗,4,nan
是啊，你还被他们搞死45次呢,4,nan
肾宝,4,nan
肾虚，哈哈哈哈,0,nan
肾虚男主加油啊,4,nan
是啊，你早就应该用了,4,nan
生机勃勃之绿,4,nan
是啊啊啊啊啊啊啊啊啊啊啊啊~,4,nan
我吓得发起了水滴筹,3,nan
生命,4,nan
是吧,4,nan
是白米玩的游戏pu,4,nan
是白米玩滴游戏,4,nan
完全不记得,4,nan
生前的你够了2333,4,nan
我吓得亮度调到最亮，，，，233,3,nan
生日快乐,4,nan
是包子说的吧？！,4,nan
我吓得手机掉了！,3,nan
是不是安全屋就是那几个星座门的啊？,4,nan
是不是该有高能了,4,nan
生日快乐,4,nan
是不是高智商我不知道，但是一定不是路痴,4,nan
是不是关了灯都一样的,4,nan
是不是还得说小东西长的真标志,4,nan
声明 米米是小哥哥 长的非常高的那一种,4,nan
完全不记得,4,nan
声音，哈哈哈,0,nan
完全不记得,4,nan
声音爱了爱了,0,nan
声音都在抖笑死,0,nan
声音高能这个。。。,4,nan
声音好攻好喜欢啊啊啊啊啊啊啊啊啊啊啊啊～,0,nan
声音好好听,0,nan
声音好好听，,0,nan
是不是就缺蛇夫了,4,nan
声音好好听就是有点小温柔,0,nan
是不是看人家实况了,4,nan
声音好好听哦,0,nan
完全不记得了,4,nan
声音好可爱啊啊啊啊,0,nan
声音好受啊～,0,nan
是不是说英语的女生都有点男声,4,nan
我吓得手脚冰凉,3,nan
我吓哭了，你们呢？,3,nan
声音好受啊啊啊啊啊啊啊啊,0,nan
我先往后靠然后捂住自己的脸让后再按空格我没救了吧,3,nan
声音好苏啊,0,nan
是不是要摆成图上的样子（猜的）,4,nan
是不是要有高能了,4,nan
声音和C君的好像,4,nan
是不是要有高能了,4,nan
完全不记得了,4,nan
我先晕,3,nan
是不是因为关门了，所以才出现？,4,nan
是不是用了变声器23333,4,nan
是不是有锤子,4,nan
声音很汉子,4,nan
我现在才发现白米是男孩子,4,nan
是不是有高能,4,nan
声音很有C菌的风格，不过是弱化版2333,4,nan
声音声音,4,nan
