靠,4,nan
卡哇伊内,0,nan
开始笑哈哈哈哈,0,nan
靠，没被游戏吓到,4,nan
前方高能预警,4,nan
靠喊壮胆的米米,4,nan
可不可以跳桌子上的鸭？,4,nan
前方高能预警,4,nan
可不可以用护身符砸死小gaigai？「手动滑稽」,4,nan
可攻可受,4,nan
可还行,4,nan
前方高能预警,4,nan
可急游塞，一都填塞,4,nan
开大门 直接回家2333,4,nan
开灯！,4,nan
开二倍速,4,nan
开饭了开饭了,4,nan
开盖有惊喜,4,nan
开盖有惊喜,4,nan
可能up主剪辑的部分用掉了,4,nan
前方高能预警,4,nan
开挂吧,4,nan
开光嘴,4,nan
开光嘴,4,nan
罗伯特的尸体救了他,4,nan
前方高能预警,4,nan
前方高能预警,4,nan
开光嘴,4,nan
可能白天有人看着他去不了吧,4,nan
前方高能预警,4,nan
开光嘴,4,nan
开光嘴,4,nan
前方高能预警,4,nan
绿色南孚电池没了,4,nan
前方高能预警,4,nan
前方高能预警,4,nan
前方高能预警,4,nan
开光嘴,4,nan
可能被小姐姐杀了，毕竟进不去存档,4,nan
可能高能,4,nan
可能给你那么多护身符肯定到后面要用到,4,nan
可能攻略是开箱完后开的手电,4,nan
开局出现的天蝎我,4,nan
开局高能。，,4,nan
开门,4,nan
妈！我近视了,4,nan
前方高能预警,4,nan
开门福利！,4,nan
开门高能,4,nan
开门高能,4,nan
开门高能，不谢！,4,nan
可能就是那个到处都有的还捡不起来的红色的东东,4,nan
可能就是小学生吧，毕竟脑子不够成熟,2,nan
可能卡梗的时候用了,4,nan
开门高能~,4,nan
开门红,4,nan
可能每次只能拿五颗电池？,4,nan
开门红！！惊不惊喜，意不意外，刺不刺激？,4,nan
可能你不信这就是紫禁城,4,nan
开门见山,4,nan
开门就神作了,4,nan
可能你锯子肾虚,4,nan
前方高能预警,4,nan
前方高能预警,4,nan
可能是护眼,4,nan
开门门,4,nan
开门门~~,4,nan
开门跑,4,nan
开门鸭,4,nan
前方高能预警,4,nan
前方高能预警,4,nan
前方高能预警,4,nan
前方高能预警,4,nan
开门引诱一波,4,nan
开门有惊喜,4,nan
可能是米米瞎存档导致护身符忽多忽少,4,nan
开门遇见爱,4,nan
可能是外面接应的团队成员,4,nan
妈，我真没有看片,4,nan
开启蓝色护盾  蓝色护盾  蓝色护盾  蓝色护盾   蓝色护盾   蓝色护盾,4,nan
可能是羊角哥和up主追逐时up把自己给关里面了/笑哭,4,nan
开始高能！,4,nan
可能是因为这不是镜子吧,4,nan
可能是照妖镜吧,4,nan
开始护体,4,nan
可能死了一次剪掉了,4,nan
前方高能预警,4,nan
可能羊角在那个有尸体的房间里？,4,nan
可能主角长得不好看，怕吓着你们,4,nan
前方高能预警,4,nan
开始计时了，快,4,nan
可你刚刚是从最顶层往下跳了一层,4,nan
可你现在开门符咒还是亮的啊，刚刚是bug吗,4,nan
妈呀，米米嗓子都哑了,4,nan
可是恐怖片都是靠的bgm,4,nan
前方高能预警,4,nan
可是你拿着巫术娃娃，能进存档室吗？,4,nan
开始就是高能，前方白米尖叫,4,nan
可是他就是不正常,4,nan
开始了,4,nan
可以鬼畜pu,4,nan
开始了,4,nan
开始了,4,nan
开始了，各位注意,4,nan
前方高能预警,4,nan
开始施工啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,3,nan
可以看到我发的弹幕吗各位？,4,nan
妈呀空屏了,4,nan
开始水视频,4,nan
开锁模拟器笑死我了不行了,0,nan
麻麻，我瞎了,1,nan
前方高能预警,4,nan
前方高能预警,4,nan
开始找个锤子,4,nan
可以看有几个笼子就知道有几只羊角哥了,4,nan
前方高能预警,4,nan
开锁大师,4,nan
开头笑死我了,0,nan
开锁时间到来,4,nan
前方高能预警,4,nan
可以扣下来吗,4,nan
可以去开地窖逃跑了,4,nan
开锁游戏,4,nan
前方高能预警,4,nan
前方高能预警,4,nan
可以死的，毕竟是一段时间出现，不是必出现，可以选择死节省护身符，哎呦,4,nan
可以用护身符点吗,4,nan
可以再循环点转回去吗,4,nan
克里斯 关一下楼下的铁阀门  他进不来,4,nan
前方高能预警,4,nan
克里斯，关下门,4,nan
开头感谢高能君,4,nan
开头感谢高能君,4,nan
开头好长……快进吧,4,nan
客观来坐鸭,4,nan
客官别走嘛,4,nan
开头上线,4,nan
肯定是恶意满满哒,4,nan
开头上线,4,nan
马上了马上了不要急！,4,nan
开箱视频。。。。让我笑会。。。,0,nan
前方高能预警,4,nan
开箱,4,nan
前方高能预警,4,nan
肯定是你忘记关门了,4,nan
空间位置不是这些转圈想法了啊,4,nan
空屏承包米米！,4,nan
开箱,4,nan
开箱视频,4,nan
开箱视频,4,nan
空屏了,1,nan
马上要攻了,4,nan
空屏了，弹幕勒，弹幕护体啊喂,1,nan
前方高能预警,4,nan
开心,0,nan
开心,0,nan
前方高能预警,4,nan
开心,0,nan
